Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Class
562.05,528.43,-538.59,868.27,-405.41,55.57,58.52,668.51,309.40,-706.72,266.01,-348.51,-263.25,-923.25,286.71,-422.57,1
-321.12,-427.22,16.43,-184.52,890.50,-782.58,-325.14,-582.02,-563.71,568.78,890.12,-141.48,900.85,71.17,612.26,646.36,0
-458.51,-462.25,-249.52,-78.46,-810.70,668.06,-57.13,48.19,-400.94,-607.84,396.10,-290.35,578.28,-333.86,369.71,-809.96,1
-619.99,-469.69,-771.85,662.90,534.06,-824.08,703.63,532.98,239.06,358.34,36.03,-894.02,-894.69,-4.31,-456.85,-925.75,1
-626.39,-513.41,532.09,-544.31,845.82,-681.90,-744.07,-145.11,382.76,810.93,221.93,907.98,-71.88,866.62,-764.12,835.74,0
-543.03,-563.25,-375.18,-162.46,531.81,-57.39,-688.95,241.89,458.47,-572.35,-90.90,-381.69,-917.81,163.46,432.65,726.80,0
-605.61,-532.32,-37.45,578.73,-98.76,264.23,-739.19,-348.39,-369.40,874.37,252.36,-740.90,-292.66,-94.22,515.26,-383.82,0
638.46,518.50,720.19,-428.40,592.13,-734.51,906.42,-12.35,510.03,392.49,-323.23,743.03,-79.10,-558.67,504.09,67.98,1
687.35,541.87,77.92,-482.98,-862.05,668.12,-669.99,59.87,-624.10,-930.74,-587.44,929.47,-585.69,602.28,-645.11,-795.58,1
509.19,584.64,461.09,523.27,-401.75,-58.12,834.31,-719.81,176.93,-335.87,-907.12,757.36,-1.16,-179.71,-390.65,-456.60,1
-476.55,-644.48,-267.31,-85.69,821.32,-89.49,895.44,-417.92,551.41,950.71,-516.14,576.46,-575.38,625.86,-60.53,-704.92,1
502.61,341.02,792.67,526.58,321.11,822.57,273.82,-629.66,157.55,-292.97,-405.92,212.57,-735.38,-859.55,-182.28,-431.87,1
728.51,506.09,-969.96,-707.71,667.70,-427.58,-433.81,741.74,486.32,360.48,520.18,384.55,96.31,-8.71,-161.26,-976.49,1
669.36,357.79,-368.68,-567.98,-377.78,-399.56,111.00,-326.46,526.28,-986.63,-262.05,319.99,-594.49,726.93,681.09,-117.32,1
-404.52,-422.72,408.20,-375.39,800.66,-255.44,-788.78,157.61,20.20,-352.80,194.00,66.54,-614.57,-166.20,205.27,-204.92,1
-561.13,-453.14,-813.65,-765.47,-807.26,132.78,514.70,-901.86,-173.90,717.72,-154.85,-692.96,-549.78,469.41,-51.96,875.73,0
372.52,512.68,192.72,-465.72,233.75,373.59,242.01,223.25,392.76,-886.99,-816.70,527.45,41.40,-230.77,208.64,16.94,1
-502.96,-457.31,-853.29,-742.20,921.09,186.26,671.55,-764.50,-340.50,582.13,-166.69,-366.29,648.12,607.32,-878.99,910.10,1
473.74,338.37,-673.92,-482.36,-313.10,983.52,-394.01,-85.76,987.41,-536.47,-181.95,330.40,-63.09,101.41,150.56,864.79,0
337.06,454.42,116.36,-796.70,-287.03,925.21,776.21,-824.62,-444.06,-908.55,267.35,144.29,-211.52,-462.43,590.08,155.72,1
620.77,368.28,-39.16,-77.45,343.70,-861.68,36.58,-330.31,-778.06,742.51,-307.94,124.14,-58.40,-991.26,504.71,-330.43,1
357.62,531.15,-517.87,677.35,551.16,939.74,-323.32,105.34,-550.61,-369.11,-834.68,-926.00,-751.48,-565.93,604.89,465.75,1
507.96,604.54,795.92,-606.30,-604.51,890.64,831.18,-594.09,-57.51,943.61,-589.35,-941.96,225.45,56.78,562.24,-971.39,0
-563.63,-475.47,30.31,12.09,915.79,-161.80,-816.80,-493.33,-687.79,-819.89,-263.22,-478.78,346.76,-281.30,-392.27,299.80,0
627.20,485.01,-421.84,955.31,-328.83,384.54,740.01,646.08,-730.40,-356.97,631.92,-401.21,-646.20,534.80,471.81,643.17,1
539.73,536.58,160.11,-304.78,485.12,208.73,-187.37,110.11,241.99,-824.28,296.91,383.24,99.55,-462.11,179.02,-188.99,0
-421.74,-536.14,-43.79,-151.34,-61.93,-868.86,528.20,736.12,-971.55,-83.33,-436.77,-697.41,-532.55,210.07,288.98,14.78,1
-433.36,-466.88,-602.33,411.29,968.16,-529.43,360.74,-744.06,-72.71,-602.61,253.27,206.93,944.17,727.12,-658.82,953.60,0
-568.63,-542.65,-74.78,965.25,596.28,-475.77,185.87,-742.19,-840.57,434.81,-920.19,-700.36,-902.93,-419.80,92.27,-342.10,1
507.94,475.08,-626.06,110.09,76.51,-671.92,134.87,-536.51,53.28,215.48,-89.77,852.96,530.58,-765.36,-363.28,-350.22,1
-478.51,-356.16,-730.94,-685.67,-490.35,225.32,-443.65,-123.49,-504.44,280.04,942.08,-783.04,-475.26,195.62,495.78,-716.93,0
-444.48,-409.58,-969.69,-220.99,401.10,653.19,133.83,513.87,-207.15,-837.74,945.71,111.44,982.62,-757.16,-843.72,641.76,1
-564.20,-691.49,25.12,790.89,-514.09,-645.30,-247.39,8.54,-425.82,-315.02,-375.22,-814.25,165.04,629.28,-161.98,-163.96,0
481.12,370.66,-429.96,506.22,-24.67,-900.47,383.43,-634.54,-398.00,-785.28,672.93,945.35,382.27,-115.30,-777.94,-765.43,1
657.33,579.52,-493.48,613.12,-772.50,-523.89,-17.73,437.51,398.81,47.75,-461.95,-95.47,177.24,-264.76,-932.92,-877.73,0
-394.03,-487.17,213.67,-657.12,695.31,-822.03,-818.76,869.18,192.27,-678.65,795.46,-458.79,804.32,569.84,-373.12,284.76,1
356.21,697.52,-894.06,-610.74,366.80,729.03,490.89,2.81,-922.65,612.44,501.27,811.29,-243.05,-715.70,59.38,589.77,1
558.75,448.55,44.58,577.10,-950.96,772.83,766.30,598.42,604.43,991.78,-352.42,266.88,-666.21,-383.14,971.34,700.33,0
-512.38,-459.65,-974.05,835.80,-633.66,824.24,895.12,638.69,-670.19,-845.72,-78.17,672.05,-693.82,373.83,246.95,500.64,0
-644.92,-526.74,49.48,-612.43,-311.68,424.81,-884.87,-948.57,-761.03,-8.48,-297.28,-955.43,107.95,124.37,29.19,281.34,1
-335.34,-419.63,207.68,-211.80,323.20,894.22,208.30,176.68,481.51,893.15,-116.97,234.76,373.79,573.35,43.81,757.24,1
573.76,455.76,628.41,171.41,510.77,-715.40,675.12,85.44,-47.34,259.47,839.66,99.28,-17.28,445.02,-790.07,253.60,1
-445.60,-389.34,-267.05,206.07,-233.20,792.25,-628.22,436.67,-247.77,-818.80,-506.83,-238.58,635.08,-785.02,287.57,54.30,0
473.29,649.15,-536.33,-979.52,772.06,319.53,56.13,-14.49,610.29,850.94,38.48,-683.24,676.69,-537.06,-618.00,-660.75,1
-368.67,-359.93,-288.50,-724.74,626.46,-729.45,766.47,32.21,-156.70,581.57,-980.06,-198.10,574.04,-716.14,-597.38,273.60,0
-512.73,-568.07,912.54,-989.99,-334.10,917.23,758.58,323.77,8.73,888.69,670.31,-497.48,342.41,-508.21,756.57,119.99,1
-483.50,-472.92,-414.10,625.95,-402.99,-394.93,377.46,-814.20,213.05,141.41,-186.26,281.32,70.35,-714.27,690.51,-261.38,1
471.61,590.91,-993.61,196.24,618.31,368.45,-974.55,-671.12,648.22,-826.84,6.72,-732.58,34.57,-90.57,607.60,544.38,1
-487.62,-718.35,49.05,-378.39,-157.54,312.20,610.42,64.54,-101.44,888.65,704.66,936.98,-448.51,-556.40,-813.27,446.89,1
354.05,566.21,581.14,273.43,459.60,-870.83,653.55,931.39,782.27,-919.83,386.72,-349.39,-952.17,-45.08,32.07,-975.64,1
569.86,453.39,32.61,-860.82,887.93,-899.85,729.87,-994.31,-534.57,220.33,878.79,63.10,-182.37,-493.89,7.04,-34.32,1
-667.55,-496.12,-601.36,957.13,822.80,-402.71,728.72,83.85,614.40,-162.06,-909.79,-676.58,75.18,751.43,-699.55,-594.62,1
-501.71,-583.89,-549.02,-989.16,-835.93,716.92,979.93,-73.47,163.87,-277.89,-997.17,-561.44,-610.96,-116.78,-330.68,-814.91,1
-485.75,-452.99,190.18,132.86,957.95,423.44,174.13,-219.91,778.23,-214.64,-144.30,748.07,-228.98,551.51,-12.32,306.59,1
-493.82,-473.08,-945.83,-312.99,595.46,-657.94,-965.21,761.13,-762.91,135.74,-179.72,589.38,576.36,318.81,906.04,-355.69,0
365.69,488.63,579.69,-3.45,-93.51,-680.27,-80.26,783.68,-82.21,517.26,422.20,820.71,385.25,844.56,-808.83,-787.22,0
-463.61,-634.57,218.32,-589.57,199.28,221.84,-847.86,-935.74,649.01,242.28,550.24,-235.39,710.57,-750.46,-751.82,-542.78,1
500.07,392.15,354.63,333.51,53.59,-640.47,370.49,950.16,-708.13,-155.71,53.22,893.09,-438.94,-476.28,-402.75,-204.06,0
-516.93,-273.09,417.76,272.99,-572.72,-225.14,-395.49,260.89,376.38,388.18,502.46,-526.98,338.12,-487.70,294.60,747.65,1
192.73,556.09,-817.88,-420.96,-226.22,-447.14,-584.88,269.69,-334.00,102.19,635.90,482.67,-506.10,-704.38,-3.33,767.35,1
-504.41,-614.98,188.24,-455.51,-830.51,-528.12,301.13,-110.51,-570.56,461.47,-314.06,593.54,906.29,854.17,-793.65,152.75,1
584.36,535.85,-419.09,138.06,-790.04,103.89,84.85,-724.00,-389.48,-322.10,-820.59,-952.92,-849.33,-299.09,543.57,-79.37,1
498.16,522.34,-538.50,-138.55,402.00,542.95,664.27,-210.22,-216.10,-66.08,-532.18,339.80,72.88,687.78,997.50,923.51,0
-517.92,-499.04,-496.15,-572.00,-510.25,367.61,-809.06,417.59,-214.45,-778.03,-247.35,-368.37,17.34,452.78,-984.76,-225.03,1
-484.09,-525.45,567.28,-839.98,-804.16,-219.22,335.66,12.23,-945.93,-775.57,212.98,-870.83,-980.48,-941.87,296.65,-972.11,1
-503.21,-502.24,558.42,-333.17,-341.15,473.84,660.60,-931.08,-638.70,-174.09,295.42,956.73,-557.53,47.80,-410.36,145.69,1
449.96,492.42,-682.79,268.11,-344.80,334.96,-424.26,-921.73,593.00,871.96,28.34,-391.07,-654.40,-40.76,-976.89,89.87,1
-530.70,-433.96,423.89,47.58,-783.16,646.02,722.70,961.40,-620.83,-272.80,-41.14,-263.70,-6.04,330.38,-828.76,-553.99,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
-582.91,-580.11,-274.79,-822.73,-77.84,57.78,-621.31,-705.51,-89.65,-90.76,935.86,268.55,-515.22,-954.37,-478.45,966.65,0
681.41,753.18,-746.18,542.79,265.74,567.23,109.56,652.84,56.66,-532.45,481.31,-518.11,-692.63,405.15,45.18,-148.53,1
-483.62,-427.50,-80.58,109.76,828.47,169.98,559.20,230.26,-17.38,-739.68,243.38,95.85,-831.60,829.22,160.33,-485.06,0
-470.77,-509.40,828.98,528.30,503.29,-379.01,-366.34,-662.98,-172.64,-498.97,629.07,-581.82,-130.97,191.93,823.45,-446.34,1
-264.18,-514.01,-776.95,838.12,-313.41,895.80,803.64,705.64,935.27,394.90,303.22,353.03,773.36,-714.11,921.10,-332.60,1
-531.34,-544.61,970.30,894.83,-166.18,618.73,820.15,931.58,398.98,-346.15,680.49,-235.04,-620.27,-530.71,-112.38,-743.48,0
529.35,558.90,-363.59,-271.07,-928.80,539.44,-53.46,780.71,-351.90,-9.96,789.31,-288.73,370.90,-505.15,79.21,200.04,1
436.16,478.29,-200.33,-999.71,931.79,285.93,-472.63,-942.56,241.84,-183.72,-590.07,394.89,588.40,-145.76,509.25,138.65,0
562.77,528.22,-320.97,-430.30,-924.81,719.67,-564.07,847.61,-487.96,448.75,860.21,351.14,734.94,-591.12,-535.73,341.14,1
503.75,519.20,-139.26,398.55,-455.48,-719.29,894.17,458.14,-493.20,341.31,424.04,277.98,-550.54,-981.78,487.79,-495.55,1
-592.29,-274.44,245.60,-171.84,929.41,-670.98,-27.04,164.52,3.97,367.67,958.66,-202.04,160.30,0.40,43.58,255.37,1
405.95,495.74,-938.01,84.20,402.07,80.43,-293.41,453.80,767.59,76.17,-424.41,-995.57,-705.42,647.36,194.63,610.40,1
-433.10,-501.84,808.46,738.66,-678.59,-557.37,493.16,-378.69,311.79,-970.47,-118.13,308.10,353.99,-281.03,18.03,180.50,0
-542.37,-718.29,629.12,428.02,892.58,468.76,736.22,-228.77,161.26,-406.37,726.60,948.09,-95.35,-420.83,-450.70,469.57,1
756.53,478.15,-510.62,-514.28,-839.77,665.11,-548.36,74.49,-113.69,456.87,-642.70,-345.84,711.67,87.64,-773.08,-287.51,0
553.02,470.94,527.31,-553.02,-423.23,-804.88,793.66,-297.73,344.92,187.73,429.98,915.09,367.50,433.42,-429.46,964.71,1
460.58,494.66,878.47,-698.20,332.07,405.26,-441.47,-948.35,-881.62,-5.45,212.23,-513.37,412.17,-902.64,-597.80,-255.33,1
-290.41,-603.23,-642.73,-214.80,97.75,-341.77,499.74,364.24,799.24,-813.43,519.33,341.51,974.61,-441.69,-991.72,647.61,1
507.35,708.59,280.49,-112.70,-300.16,488.49,878.16,602.55,-692.75,620.90,-106.23,650.48,340.61,965.20,-153.85,208.67,1
547.46,570.14,-554.77,648.67,-454.29,118.35,255.10,929.39,607.70,-926.73,12.07,696.35,190.79,-472.50,-401.54,577.08,1
-457.52,-460.62,-171.34,-11.79,120.11,-141.71,363.19,-854.77,166.41,202.84,-949.78,560.63,-8.60,136.14,-266.01,190.91,1
-504.06,-406.05,-827.95,622.51,-175.01,289.64,145.80,926.35,881.68,-758.50,678.08,879.48,505.71,-727.49,-943.58,452.92,1
-450.46,-482.63,590.21,-759.94,-410.42,-877.73,603.72,-272.73,633.81,-627.50,807.52,-339.25,-734.38,-561.44,229.66,-50.73,1
-392.95,-605.47,-122.10,563.11,-82.03,-428.22,222.18,-527.87,447.45,-363.35,363.44,528.45,-13.94,-314.79,639.74,-993.08,0
433.21,441.38,-144.66,-493.55,-583.38,127.34,-142.83,-27.77,586.07,-888.83,-668.34,771.80,978.27,793.87,396.52,-429.97,0
-587.11,-424.66,245.01,538.11,-834.90,-731.28,158.32,-744.75,834.28,-30.51,-508.39,464.55,132.55,910.96,-800.83,-617.92,0
-624.65,-241.31,-7.31,272.38,-483.00,-767.09,-641.19,416.31,810.56,-676.01,-935.03,953.05,282.25,-883.28,293.26,246.90,1
-467.24,-461.26,-564.97,-513.41,-408.27,-557.07,260.44,-117.60,-334.53,756.47,297.06,-26.71,-954.76,752.31,375.53,-877.99,1
-562.19,-515.35,359.96,-69.64,702.26,-28.24,-596.32,-721.87,-786.72,455.71,504.36,929.39,-98.92,-825.30,-325.11,529.28,1
476.51,368.44,-240.56,-157.16,771.93,-455.49,673.67,-388.11,-118.90,359.83,-828.74,604.58,305.91,243.24,-776.36,225.64,1
-376.45,-351.30,-339.42,-195.54,70.05,835.40,429.34,-929.49,-531.49,-606.72,565.65,-779.55,-241.67,-562.51,281.56,267.31,1
454.67,576.53,119.67,579.61,220.06,-677.71,569.15,-189.67,764.47,-659.88,816.46,-310.78,551.35,-118.94,-665.17,447.60,1
-597.61,-569.19,-574.95,41.30,-837.29,108.35,736.87,672.17,712.17,-924.02,626.51,644.60,-101.31,625.03,-917.87,188.73,0
351.98,548.97,465.51,319.53,602.25,-477.67,292.70,829.14,340.63,-883.60,672.01,-508.65,-797.47,-817.69,253.37,-923.15,0
545.08,512.02,-547.42,738.48,876.98,560.06,-766.68,-399.85,-197.58,965.28,-477.81,-346.11,677.97,-985.47,-575.43,58.98,1
-513.54,-230.47,-804.26,-190.34,-323.26,-866.35,754.14,-100.74,378.18,941.46,-509.09,-197.21,-780.99,544.55,344.80,-900.29,1
543.25,558.84,483.21,-361.53,-974.02,-538.56,568.63,329.49,-338.32,-662.68,-744.81,562.21,497.49,-795.53,326.57,536.64,1
467.32,408.80,210.36,800.05,607.63,-822.08,-576.69,631.44,524.16,871.10,897.98,-778.86,25.64,-867.66,-470.50,504.16,0
-582.62,-440.40,-315.53,253.73,-581.76,-612.20,65.95,925.28,954.18,-424.59,-154.57,-164.96,-853.73,379.78,-849.20,-54.26,1
267.24,532.05,-243.36,215.65,351.46,-149.32,873.02,789.26,-75.53,-106.47,277.63,-66.43,-499.22,618.65,202.42,-730.81,1
356.68,548.41,153.74,247.96,325.45,-193.56,96.50,519.95,83.35,837.49,-839.06,288.14,576.17,-395.66,417.88,522.10,1
-508.34,-283.71,-161.11,-207.57,-833.67,701.25,-984.49,594.40,379.16,-835.72,-193.04,478.59,255.94,-985.64,422.15,-460.24,0
-478.12,-616.76,211.47,-443.32,-4.52,855.48,495.64,136.31,352.80,108.93,991.01,-300.42,308.49,-582.67,295.17,676.65,1
-491.39,-355.47,889.65,261.58,-989.89,-430.87,-758.39,-527.54,145.43,555.48,-643.13,-481.07,741.71,872.46,196.25,-964.75,1
345.54,503.11,441.37,-59.21,-274.55,890.31,765.31,242.53,94.03,-556.74,-262.71,348.50,127.29,-865.77,-544.72,-547.42,1
-552.27,-679.26,-839.39,-273.00,122.16,881.14,-434.41,-342.15,-697.80,551.21,802.05,56.87,-377.55,403.85,558.68,358.37,0
499.01,435.64,76.03,-989.47,-122.47,-294.74,688.50,512.32,-666.91,912.63,-679.26,355.28,218.81,718.36,4.38,-920.62,1
-532.51,-524.36,459.57,-977.93,-285.20,25.01,-834.13,-122.57,-621.68,239.22,384.76,788.19,-344.42,724.51,407.30,-649.53,1
460.20,339.27,-997.60,-317.54,907.22,342.60,205.64,-328.34,-775.95,-340.41,305.83,946.47,570.76,-607.15,-772.46,-168.02,0
529.06,659.17,205.41,-527.40,-813.56,730.34,-137.92,-491.22,-795.79,-781.88,375.94,-157.73,-736.96,-656.38,-489.73,436.17,0
723.93,422.22,-649.30,307.20,-211.46,884.87,530.29,836.13,-680.08,956.67,-942.28,911.18,-591.65,334.76,979.62,-459.86,1
494.15,546.64,723.76,119.97,135.22,-211.55,74.74,-618.43,486.08,-629.17,821.52,-259.87,772.44,-531.09,-747.08,758.55,0
-613.58,-461.62,-970.83,-267.12,478.85,-588.98,489.32,-780.95,-217.28,782.47,-478.07,-840.66,-193.49,-165.17,-991.15,128.80,0
539.49,466.84,299.93,-402.97,-154.30,-214.43,390.71,29.06,-151.15,-777.95,167.50,888.50,-531.47,-462.44,262.12,-942.11,0
-558.69,-605.16,-432.47,206.88,-365.91,-573.93,-846.05,516.62,-97.86,792.44,682.26,653.75,-799.98,-130.57,302.71,419.11,0
-346.72,-427.37,94.96,754.57,535.31,142.46,-510.73,487.70,-140.26,997.98,56.45,-83.32,-309.44,901.49,764.88,-601.16,1
483.54,504.07,-764.83,650.82,61.88,759.24,-75.61,243.30,-637.64,-132.49,427.01,-739.36,-658.08,993.32,-447.40,533.68,1
455.72,447.34,-233.95,-898.43,-884.30,927.44,-619.52,443.39,-579.40,464.61,-700.59,658.08,-851.26,-997.40,931.10,-954.60,1
-489.14,-530.06,-837.05,14.71,-26.15,769.49,521.34,627.32,-580.47,69.10,542.01,944.38,596.15,-295.53,337.34,-85.58,0
459.87,473.50,-465.84,821.55,54.31,-907.54,319.16,584.93,-569.32,-593.37,992.22,777.52,-892.95,600.69,913.36,-1.11,1
476.49,453.96,267.14,999.01,-506.97,325.56,279.03,390.00,-467.97,296.89,42.23,914.86,67.99,100.71,73.98,-1.18,1
-402.85,-492.58,-331.79,852.58,-790.45,509.22,905.98,-199.78,-782.83,-900.68,622.32,177.07,-715.10,-393.30,-595.10,-146.61,1
337.64,436.28,129.93,-24.38,-322.68,-405.58,-100.82,533.25,733.66,-547.22,-78.68,644.09,-903.62,-846.03,430.02,205.21,0
326.49,476.07,-614.32,488.29,100.90,24.72,-904.04,-346.04,313.41,280.26,957.37,-342.14,583.80,829.18,-445.64,-839.86,0
-490.05,-593.30,-280.22,-163.98,-689.95,-5.82,728.01,369.62,-964.03,-972.73,90.08,-221.86,972.67,343.26,-995.78,-659.63,1
-506.00,-499.29,-576.38,330.06,380.28,427.29,-299.01,-868.25,-696.62,-414.25,698.51,-858.98,141.38,-892.93,-97.14,499.88,0
-449.89,-331.39,876.55,-463.56,-814.59,-562.81,-712.27,778.07,446.03,845.91,84.21,905.24,73.69,-347.14,812.20,241.43,0
223.59,583.14,-684.29,227.55,86.32,753.05,700.93,-0.30,-559.19,996.35,-84.17,922.58,-257.03,-886.50,-933.84,-667.09,1
639.89,542.22,920.19,412.70,993.17,-444.81,-431.34,944.64,-676.26,-515.95,509.71,-558.83,-444.14,606.48,938.11,923.30,0
638.16,448.34,-370.80,830.56,668.62,30.07,-467.24,609.78,496.54,808.25,256.32,-264.14,-502.48,839.23,256.39,-704.07,1
-516.02,-417.64,875.41,-492.58,291.56,922.21,-348.11,-109.85,-468.15,129.88,370.60,-625.86,805.52,-690.29,-517.81,-131.79,0
463.26,570.84,558.16,72.32,149.86,209.97,-664.85,176.40,375.81,-293.27,332.41,927.60,103.45,-102.73,321.41,-400.97,1
529.65,505.81,-966.80,-34.22,614.91,353.52,-62.33,-794.95,444.42,804.71,561.77,-423.64,42.28,202.27,-65.75,59.82,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
494.91,515.39,-989.35,-803.46,577.37,761.61,-647.95,727.46,51.81,211.12,-368.16,-827.07,743.10,-46.26,910.02,-299.23,0
-613.65,-460.13,643.42,-982.73,-411.30,805.39,730.70,-690.89,-582.27,377.42,582.09,212.81,775.66,-771.98,-870.99,819.29,1
496.21,493.62,213.80,215.21,-222.17,181.87,835.89,-928.73,-60.27,165.01,638.15,189.55,403.10,-63.82,-544.49,623.14,0
604.73,371.17,792.05,-276.65,-256.62,-848.88,195.36,443.82,215.26,-454.79,590.21,-331.01,86.29,-569.35,530.74,92.25,1
578.62,522.31,650.21,-199.40,-284.37,-135.46,699.04,302.26,885.47,917.09,476.21,-415.36,159.71,-981.10,-30.71,-915.83,1
381.79,397.24,-28.99,-223.60,142.93,-100.07,-0.37,482.72,537.88,-157.43,-402.88,668.98,-686.06,784.10,747.47,-806.48,0
-406.30,-597.50,12.00,231.53,-379.01,-542.01,679.34,545.44,-714.94,165.15,-693.45,-575.28,-78.20,-312.42,-802.39,-711.96,0
386.31,295.04,-802.36,-924.08,-857.49,-280.98,-599.32,-536.88,-442.93,-330.34,906.56,-449.05,-364.41,-322.23,-632.86,-276.85,0
-539.82,-684.94,-405.65,268.43,659.72,-925.19,215.23,258.25,-862.57,54.95,475.70,851.15,228.66,-349.49,-661.76,516.49,1
-472.96,-457.12,-309.87,-767.63,-575.73,-360.53,-692.56,-36.02,-195.82,145.38,363.87,856.39,94.01,-314.79,145.58,513.84,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
-543.38,-391.77,-914.83,-194.17,947.20,899.43,928.62,-264.12,-538.24,276.99,797.47,-531.57,462.87,762.11,231.40,169.33,0
562.80,412.47,-121.25,831.11,-353.95,280.78,765.71,-488.47,-550.55,-542.83,658.99,-272.82,808.80,-895.69,-344.82,344.34,0
700.07,541.18,842.67,-677.50,818.54,-678.69,-901.09,816.38,-686.98,759.75,-11.39,-617.17,-435.91,-432.69,640.10,-218.25,1
510.21,585.07,688.76,-743.72,-25.34,-891.06,-892.56,881.15,58.11,143.97,-205.75,-661.91,248.37,471.89,660.11,957.41,1
389.95,528.98,-49.18,553.94,-261.39,938.95,56.12,-901.83,-475.75,-314.68,453.03,910.17,829.97,118.28,635.96,-989.69,1
-441.23,-527.58,113.74,254.98,18.83,-833.74,72.52,-870.52,-977.48,505.79,897.52,461.94,-146.84,-284.16,539.26,-464.72,0
382.32,406.66,182.65,305.44,473.24,-902.76,531.32,363.27,-503.38,-520.11,995.97,-281.16,817.75,485.85,450.05,-134.33,0
340.44,510.59,469.40,76.56,-939.79,688.78,-388.27,361.28,83.52,-347.94,-55.50,-701.28,-207.53,-524.47,-552.14,-222.29,0
502.29,584.05,433.73,-496.85,-83.94,184.67,722.14,760.38,-533.39,135.74,-247.22,365.06,-213.50,-36.58,106.01,-138.06,1
-479.49,-486.48,372.76,-496.71,546.79,-193.67,475.03,-737.70,-829.29,-629.44,783.57,-527.21,-609.06,932.63,156.27,-428.59,0
502.61,382.40,64.65,454.79,604.17,57.26,-884.00,650.96,-150.84,242.68,575.25,274.27,-327.91,444.87,347.43,193.39,1
-394.83,-478.99,345.26,-392.98,157.38,-80.09,58.02,-307.02,-919.64,-203.17,-13.81,-312.02,-312.20,197.11,-3.44,614.95,1
689.90,251.81,648.05,973.49,-736.75,-534.18,-990.32,61.87,565.01,337.27,-984.03,454.84,939.64,71.42,-764.02,-99.03,0
507.97,665.00,156.53,-460.71,944.13,818.85,-633.19,-278.96,-373.50,-486.68,275.45,-825.36,118.59,-851.87,115.30,-676.11,1
279.55,446.23,-317.39,797.23,172.32,-534.35,-663.05,-378.82,558.42,772.06,-197.02,-619.94,274.84,293.09,-387.81,-910.76,1
-445.66,-364.99,801.13,-90.15,-925.16,-243.41,23.11,551.87,585.06,244.22,-706.97,-976.86,-819.20,493.52,95.19,320.96,1
461.68,605.82,-202.64,-176.78,99.18,-558.83,-306.60,496.76,489.39,657.34,-661.67,151.74,-108.65,331.57,568.85,203.53,0
450.09,564.97,682.31,35.12,5.68,304.03,848.95,-180.23,861.21,556.35,121.09,30.82,-982.59,-851.59,-556.24,-700.59,0
641.87,567.59,247.33,778.46,-324.73,253.66,278.38,-616.65,262.18,-634.40,205.77,-274.86,344.30,-907.61,557.10,536.27,0
554.46,424.85,625.41,26.06,711.35,-81.30,848.04,-659.06,-359.04,-893.91,-305.07,83.93,208.42,688.38,-413.57,-830.97,0
309.56,511.21,779.06,81.13,-139.38,-129.64,672.59,-414.60,-64.75,206.60,-955.05,338.27,336.97,0.64,470.15,-255.73,1
490.53,642.69,707.27,359.63,559.32,552.94,858.23,-148.22,277.80,984.87,642.58,-795.79,477.09,456.63,319.57,385.03,1
431.47,484.89,545.24,160.53,-948.02,334.26,342.70,481.21,-451.41,860.59,152.87,-83.71,565.91,974.40,847.18,-467.63,1
598.67,436.93,736.65,225.67,670.46,994.96,-962.79,-852.88,-186.45,56.87,-11.66,852.96,-687.05,873.42,-382.24,-429.48,1
524.42,549.15,720.81,312.14,-97.07,-954.93,856.52,-816.79,285.84,-410.11,558.62,-120.08,729.24,-476.53,-730.72,133.50,1
535.90,498.57,217.52,595.34,394.05,-316.44,226.68,103.61,635.80,-980.29,857.78,299.32,312.18,140.53,91.13,775.65,1
482.82,521.92,99.52,643.80,843.62,700.83,836.31,-638.67,-747.70,-467.46,-675.65,-273.46,-112.62,270.26,356.45,297.39,0
473.11,714.50,919.33,-430.00,-995.71,-669.26,-352.79,947.00,583.14,331.47,-856.70,-343.50,796.92,-94.83,-185.14,80.82,1
439.31,405.39,-949.78,368.82,-884.47,776.84,-324.48,77.65,-831.63,143.49,-602.85,265.21,225.07,844.81,733.33,860.84,0
484.58,473.39,-166.11,-38.65,562.81,-112.94,-573.35,-371.07,-251.79,49.04,823.14,569.67,-645.67,-317.80,-722.71,-586.59,0
438.51,523.13,-856.20,-983.68,510.10,226.42,900.46,926.60,-727.03,197.87,-653.49,-617.51,268.42,273.56,-924.92,-680.10,1
-515.14,-531.61,100.71,-53.60,-63.32,930.50,780.82,633.71,-545.26,633.52,-234.17,376.11,201.39,-861.06,-474.95,-638.42,0
634.36,353.67,-860.12,477.10,625.80,579.79,-131.37,-464.82,223.32,-817.95,103.79,954.27,758.90,-406.55,263.19,-492.58,0
367.17,387.46,152.47,-770.45,-51.64,311.88,450.57,51.42,-419.69,-746.93,965.33,-1.85,-589.65,-231.19,-209.23,-955.55,1
522.94,391.42,37.73,643.58,-788.76,406.06,39.46,830.73,388.79,-86.16,-568.94,858.30,-909.98,560.88,686.79,-397.60,1
